HABERLER,ETIKET
Yemeklerde salata olarak tükettiğimiz kıvırcığın çok faydalı olduğu ortaya çıktı. ,Sağlık
Et vücut sağlığının devamını sağlayabilmek için önemli olan besinler arasında yer alır. Ancak fazlasını tüketmek insan sağlığı için büyük risk oluşturur.,Sağlık
"Beslenme ve Diyet Bölümü'nden Dyt. Berna Ertuğ, bayramı sağlıkla geçirmenin yolları hakkında bilgi verdi. ",Sağlık
"Diyetisyen Emel Unutmaz Duman, kurban etinin tüketimi ve pişirme yöntemleri konusunda dikkat edilmesi gereken altın kuralları anlattı.",Sağlık
Dünyanın en tehlikeli yiyecekleri açıklandı,Sağlık
Karaciğer yağlanmasına karşı kür tarifi,Sağlık
"Hızlı kilo vermenin zararları nelerdir? Prof. Dr. Halil Coşkun, ‘kaza diyeti'nin beraberinde getirdiği riskler hakkında bilgi verdi.",Sağlık
Besin değeri yüksek yiyecekleri tercih ederek yağ yakımınızı hızlandırabilirsiniz,Sağlık
"Öğünlerde mutlaka çorbaya yer verilmesi gerektiğini söyleyen Sağlıklı Yaşam Uzmanı Diyetisyen Canan Aksoy, bu sayede kilo kontrolünün çok daha rahat bir şekilde gerçekleştirilebileceğini savunarak kışın içilen çorbanın sağlığımıza olan etkilerinden bahsetti.",Sağlık
Haftada bir avuç pikan cevizi tüketmenin inanılmaz faydaları,Sağlık
Haftada 2 defa kokoreç yemenin faydaları,Sağlık
Cinsel gücü arttıran keçiboynuzu kürü tarifi,Sağlık
Vajinismusta hipnoz tedavisi,Sağlık
Tekrarlayan baş ağrısı tümör belirtisi,Sağlık
"Dr. Ayşe Sağduyu Kocaman, belli genetik özelliklerin yanı sıra, D vitamin eksikliği, virüs enfeksiyonları, aşılar, sigara, stres, aşırı tuz tüketiminin MS' in ortaya çıkmasında tetikleyici nedenler arasında yer aldığını anlatıyor.",Sağlık
"Kadın Hastalıkları ve Doğum Bölümü'nden Prof. Dr. Murat İnal, kadın kanserleri ve tedavi yöntemleri hakkında bilgi verdi.",Sağlık
"Kardiyoloji Uzmanı Prof. Dr. Sinan Dağdelen hipertansiyona yol açan etkenleri anlattı, önemli bilgiler verdi.",Sağlık
Endokrinoloji ve Metabolizma Hastalıkları Uzmanı Doç. Dr. Fevzi Balkan tiroid hastalığının erken teşhis ve tedavisi için belirtilerini anlattı.,Sağlık
Kolon kanserine dair bilmeniz gereken her şeyi uzman doktorlar açıkladı. ,Sağlık
Prostat sağlığı için tüketilmesi gereken besinler,Sağlık
"Hastalıklardan korunmanın ve sağlıklı bir yaşam için güçlü bir bağışıklık sistemi gerektiğini belirten uzmanlar, güçlü bir bağışıklık sistemi için de bol bol vitamin içeren, antioksidan ve mineral açısından güçlü meyve sularının tüketilmesini öneriyor.",Sağlık
Meme kanserine karşı brüksel lahanası,Sağlık
Kadın Hastalıkları Ve Doğum Uzmanı Op.Dr.Evrim Aksoy gebelikte görülebilecek şikayetleri açıkladı.,Sağlık
"Prof. Dr. Türker Şahiner, unutkanlığın teşhis ve tedavisi hakkında bilgi verdi.",Sağlık
"Kolorektal cerrahi ve proktoloji (bağırsak ve makat hastalıkları) alanında çalışan Prof. Dr. Korhan Taviloğlu, bağırsak tüberkülozunu anlattı.",Sağlık
Uzman diyetisyen Olcay Barış sahur ve iftarda yenilmesi ve uzak durulması gerekenleri açıkladı.,Sağlık
"Uzman Diyetisyen Olcay Barış, Ramazan'da vücudun değişikliklere uyum sağlaması için sağlıklı beslenme önerilerine mutlaka dikkat edilerek oruç tutulması gerektiğini söyledi.",Sağlık
"Diyetisyen Sibel Mumcu, Besin Alerjisi Farkındalık Haftası'nda açıklamalarda bulundu.",Sağlık
"Klinik Diyetisyen Doç. Dr. Barış Öztürk, kilo vermekte zorlananlar için önemli açıklamalarda bulundu. Birçok hastalığa neden olan hücre kirliliğinin zayıflamayı da engel olduğunu bildirdi...",Sağlık
"Beslenme ve Diyet Uzmanı Diyetisyen Derya Fidan, güçlü kemiklere sahip olmanın on altın yolunu açıkladı.",Sağlık
"Uzman Diyetisyen Olcay Barış, size çileği mevsiminde evinizden eksik etmemeniz için 7 neden sıraladı.",Sağlık
"Sağlıklı Yaşam Uzmanı Diyetisyen Canan Aksoy, kas geliştirmek ve egzersizde maksimum performansa ulaşmak için önemli ipuçları verdi.",Sağlık
Uzman Diyetisyen Pınar Kural Enç çocukların uzak durması gereken besinler konusunda önemli bilgiler verdi.,Sağlık
Bahar aylarındaki alerjiden koruyan beslenme önerileri tüyoları veren Diyetisyen Ayşe Tuğba Şengelönceden önlem almanın öneminden bahsetti...,Sağlık
"Diyetisyen Ayşe Tuğba Şengel, Akciğer Kanseri Düşmanı Aktioksidan Kür'ü tarifi verdi...",Sağlık
"Sportif ve enerjik bir hayata merhaba demek isteyenlere 21 günlük kişiye özel paket sunan Şeyda Coşun, kendinizi iyi hissetmenize yardımcı oluyor.",Sağlık
"Çocuk Sağlığı ve Hastalıkları Uzmanı Prof. Dr. Emin Ünüvar, yorgun ve halsiz olmanın D vitamini eksikliğinden kaynaklandığını belirterek, D vitamini eksikliğini gidermenin yollarını ve D vitamini eksikliğinin nedenleri hakkında çarpıcı açıklamalarda bulundu.",Sağlık
Haftada 2 defa beyaz et tüketmenin faydaları,Sağlık
1 ayda 10 kilo verdiren diyet,Sağlık
Çağımızın hastalığı obeziteden 10 adımda kurtulabilirsiniz. Prof. Dr Abdulkadir Bedirli obezite ve obezite tedavisi hakkında önemli bilgiler verdi.,Sağlık
"Genel Cerrahi Uzmanı Doç. Dr. Kamil Gülpınar, obezite cerrahisinin hangi durumlarda tercih edilmesi gerektiğini sizler için anlattı.",Sağlık
"Doğum sonrası depresyon kadınlarda oldukça sık rastlanan bir durum. Klinik Psikolog Özlem Soysal, doğum sonrası depresyondan kurtulmanın yollarını anlattı.",Sağlık
Yapılan yeni bir araştırmaya göre ceviz içeren bir diyetin bağırsaktaki bakteri çeşitliliğini genel olarak anlamlı ölçüde artırdığını tespit ettiler.,Sağlık
"Bademin birçok faydası olduğu bilinen bir gerçek. Yapılan araştırmalar, sadece 43 gr badem tüketmenin bile vücuda iyi geldiğini kanıtladı.",Sağlık
Günlük 100 gram kırmızı et kullanımı kanser riskini yüzde 17 artırıyor,Sağlık
"Nörolog Daniel Barone, geceleri hemen uyumak için uyguladığı farkındalık meditasyonunu uykusuzluk çeken herkese tavsiye ediyor",Sağlık
ABD'deki Iowa Üniversitesi'nden araştırmacıların 'Psikoloji ve Davranış' dergisinde yayımlanan raporunda tuz eksikliğinde kişilerin depresyona girdiği açıklandı.,Sağlık
Kafa nakli operasyonunun cerrahı Prof. Dr. Sergio Canavero Türkiye'ye geliyor!,Sağlık
Nefroloji Uzmanı Prof. Dr. Tekin Akpolat “Uçması sakıncalı tansiyon hasta sayısı çok azdır. Tansiyon hastaları pilot bile olabilir. Ancak tansiyonu çok yüksek veya tansiyon kontrolü kötü olan hastaların uçması doğru değildir” diyor,Sağlık
"Beslenme ve Diyet Uzmanı Şeyda Sıla Bilgili, kuru baklagillerin C vitamininden zengin bol maydanozlu, biberli, marullu, domatesli ve limonlu salatayla tüketilmesini önerdi",Sağlık
"Yapılan bir araştırma, çok kahve içen insanlarda diyabet, kalp rahatsızlıkları, bunama ve bazı kanser türlerine daha az rastlandığını ortaya çıkardı",Sağlık
"Prof. Dr. İbrahim Öztura, Türkiye'de 750 bin epilepsi hastası bulunduğunu, hastaların yüzde 30'unun muskacı, üfürükçü, cinci gibi kişilere gittiğini söyledi",Sağlık
Gençler geleneksel cinsel ilişki biçimlerini terk ediyor,Sağlık
Seksin kalbin durmasına neden olması 'uzak ihtimal',Sağlık
Dünya üzerinde 350 milyondan fazla kişiyi etkilediği bilinen depresyonun en yaygın sonuçlarından biri cinsel isteksizlik,Sağlık
"Uluslararası bilim insanlarından oluşan bir ekip, cinsel açıdan tatmin olmanın neye bağlı olduğunu araştırdı. Araştırmada, çiftlerin eşinin orgazm olmasından tatmin olduğu ortaya çıktı",Sağlık
"Bilim insanları, insanların belirli kişilere cinsel açıdan ilgi duymasındaki nedenleri açıkladı. Araştırmaya göre, bu çekim çoğu zaman bilinç dışı bir şekilde oluşuyor",Sağlık
Kadınlar uzun süreli ilişkilerde cinsel arzuyu yitirmeye erkeklerden daha yatkın,Sağlık
Bulaşıcı Hastalıklar Daire Başkanlığı İstatistiksel Verileri'ne göre 15-19 yaş arası çocuk ve gençlerdeki HIV pozitif sayısı yıldan yıla katlanarak artıyor. ,Sağlık
"Coventry Üniversitesi ve Oxford Üniversitesi'nden bilim insanları, düzenli bir cinsel hayatın insanları gençleştirdiği, demansı ve yaşlı insanlarda sık görülen başka akıl hastalıklarının ilerlemesini engellediğini öne sürdü.",Sağlık
"Dr. Mehmet Öz, haftada en az 3 kez seks yapmayı öneriyor. Hem uzun yaşamın hem uzun evliliğin sırrının bu olduğunu belirtiyor",Sağlık
Sabah seksinin faydaları,Sağlık
"Vajinismus hakkında açıklamalarda bulunan Kadın Hastalıkları ve Doğum Uzmanı Op. Dr. Esra Çabuk Cömert, vajinismusun tedavi edilebilir bir hastalık olduğuna dikkat çekti",Sağlık
"Üroloji Uzmanı Prof. Dr. Kaan Aydos, oksidatif stres ve sperm kalitesine ilişkin internethaber.com'a özel açıklamalarda bulundu. Aydos, bu bozukluğu engellemenin mümkün olduğunu söyledi.",Sağlık
Bilim insanları bir tür bakterinin yol açtığı ve cinsel yolla bulaşan yeni bir hastalığın dünyada hızla yayıldığı konusunda uyardı.,Sağlık
Saç dökülmesi cinsel hayatınızı etkiliyor,Sağlık
"Uzmanlar 'Vajinismusun' 10 kadından 1'inde görüldüğünü, bunun tedavi edilebildiğini söyledi.",Sağlık
Hamile kalma şansınızı arttırmak için cinsel hayatınızda dikkat etmeniz gereken bazı noktalar var.,Sağlık
"Yapılan son araştırmalarda göre, çok fazla cinsel içerikli görüntü izleyen erkeklerin beyinlerinde küçülme meydana geliyor.",Sağlık
Vücut yağ oranımızın yüksek olması ve ağır spor dallarıyla uğraşmak sperm üretimi ve kalitesini düşürüyor.,Sağlık
"Yapılan araştırmalara göre, günde dört defadan fazla yapılan mastürbasyonun ciddi sağlık problemlerine yol açtığı belirtildi",Sağlık
"Nar, doğal viagra etkisi yapıyor. Cinsel gücü artırıyor, iktidarsızlık derdine çare oluyor.",Sağlık
İdrar kaçırma sadece sosyal hayatı değil cinsel hayatı da vuruyor.,Sağlık
Cinsel yolla bulaşan Frengi hastalığı,Sağlık
"Yapılan bir araştırma, ev işleriyle uğraşan erkeklerin cinsel güçlerinin azaldığını ortaya çıkardı.",Sağlık
2400 kadınla yapılan araştırmadan çıkan sonuca göre kadınlar cinsel ilişkiden daha çok keyif almak istiyor,Sağlık
Araştırmalar cinsel ilişki sıklığının kadınlarda doğrudan doğurganlığı artırdığını ortaya koydu,Sağlık
"Birçok hastalığa karşı etkili olduğu bilinen biberin, cinsel arzuyu arttırıcı etkisi de varmış.",Sağlık
Cinsel mutluluk için şekerden kaçın,Sağlık
Kış aylarında atkı kullanmak astım krizi riskini azaltıyor,Sağlık
Türkiye'de 2 bin 73 hasta karaciğer nakli bekliyor,Sağlık
Çin yağının faydaları nedir? ,Sağlık
"MS yani Multipl Skleroz'un kadınlarda daha sık görüldüğünü belirten uzmanlar, erkeklerde ise hastalığın daha şiddetli seyrettiğine dikkat çekiyor",Sağlık
"Diyetisyen Bengü Burcu İpek, bitki çaylarının yararlarını ve tüketimi ile ilgili dikkat edilmesi gereken noktaları açıklıyor",Sağlık
"İngiltere'de yürütülen ve alınan başarılı sonuçlara göre kan hastalarının (hemofili) tedavi amaçlı kullanmak zorunda olduğu ilaçlar, uygulanan gen tedavisi ile ortadan kalkıyor. ",Sağlık
"Doç.Dr. Selçuk Dağdelen, modern çağ hastalığı olarak ortaya çıkan D vitamini eksikliğinin toplumun üçte ikisinde görüldüğünü söyledi",Sağlık
Lösemi hastalarına ilaç krizi,Sağlık
"Bilim insanları, Asya ve Amerika'da onlarca kişiyi etkileyen esrarengiz bir hastalık keşfetti",Sağlık
Kalp krizinin sebebi kolesterol,Sağlık
"Prof. Dr. Şeref Kömürcü, ""Karaciğer kanseri ve hastalıklarından korunmak için gereksiz ilaçların kullanılmamasına dikkat edilmeli"" açıklamasında bulundu",Sağlık
İnme hastalığında ümit veren gelişmeler,Sağlık
Frutaryen diyet nedir nasıl yapılır sorusuna Diyetisyen Neslihan Aktepe elmaelma.com okurları için yanıtladı.,Sağlık
Protein ağırlıklı diyet kilo verdirir mi? Protein diyeti kilo vermemize yardımcı olur mu? Diyetisyen Burcu İnce sizler için cevapladı.,Sağlık
Sadece 3 Günde Bağırsakları Tertemiz Yapıyoruz: Toksinlerden Arındıran Kür,Sağlık
Pioppi Diyeti: Ömrü 10 yıl uzatıyor!,Sağlık
Uzman diyetisyen İpek Ağaca Özger'den diyet yapanların ya da sağlıklı beslenenlerin her gün öğünlerine çekinmeden ekleyebileceği muhteşem bir içecek tarifi aldık.,Sağlık
7 günlük 'Işıldama Diyeti' ile ışıl ışıl ışıldayacaksınız!,Sağlık
"Diyetisyen Mustafa Tilekli, soğuk havaların metabolizmayı hızlandırıcı özelliği sayesinde kilo vermek için bir fırsat olarak değerlendirilebileceğini söyledi.",Sağlık
"Uzun dönem başarılı kilo kaybı sağlayan özel bir diyetin, besinin veya içeceğin olmadığını söyleyen Uzman Diyetisyen Şebnem Kandıralı, yetersiz uykunun kilo aldırdığını söyledi.",Sağlık
"Beslenme ve Diyet Uzmanı Fatma Baysal, kış aylarında kaloriferlerin 20 derece sıcaklığa indirilerek evde kilo verilebileceğini açıkladı.",Sağlık
"Diyetisyen Dr. Gönül Ateşsaçan, ""Ağrısız, acısız üstelik sadece 1 seansla yağlarınızdan kurtulmak, hayalini kurduğunuz şekilli vücuda kavuşmak mümkün."" dedi.",Sağlık
Prostat büyümesi olanlar nasıl beslenmeli?,Sağlık
"Diyetisyen Merve Çapaş, kış boyunca uykuda olan metabolizmanın çalışıp, basit kilo verilebilmesi için ne yapılması gerekmekte olduğunu açıkladı.",Sağlık
"Uzman Diyetisyen Pınar Kural Enç, kilo sorununun pek çok kişinin en büyük dertleri arasında bulunduğunu belirterek farklı zayıflama taktikleri hakkında bilgiler verdi.",Sağlık
"Diyetisyen Canan Aksoy, posa oranı yüksek olan beslenme şeklinin özellikle kolon ve rektum kanserlerini önlemede etkili olduğunu pek çok araştırmanın ortaya koyduğunu belirtti.",Sağlık
Yemek farkındalık egzersizi ile kilo verin!,Sağlık
Soğuklarla birlikte hastalıklar da artıyor. Bağışıklık sisteminin daha güçlü olması gereken bu dönemde bunu sağlamanın yolu yeterli ve dengeli beslenmeden geçer.,Sağlık
"Uzmanlar, insanları mutlu eden bir besin olan çikolatanın fazla tüketilmesinin strese neden olduğunu belirtiyor.",Sağlık
"Diyetisyen ve Yaşam Koçu Gizem Şeber, kişilik tiplerine göre farklılık gösteren beslenmeyi anlatıyor!",Sağlık
Gribe karşı yoğurt tüketin,Sağlık
Enerji içecekleri beyin hasarı yapabiliyor,Sağlık
"Nüfusun yüzde 68'inin obez olduğu, dünyanın en şişman ülkesi ABD, kilo sorununa bilişsel tedaviyle savaş açtı. Tedavide hastanın aşırı kilo almasına yol açan davranışlar beyninden siliyor.",Sağlık
"Obeziteyle ilgili araştırmalar şişmanlıktan daha tehlikeli bir olguyu ortaya çıkardı. Karın çevresindeki yağlanmayla başgösteren metabolik sendrom, ölümcül hastalıklara zemin hazırlıyor.",Sağlık
Manda sütünden gelen sağlık,Sağlık
"ABD'de sağlık alanındaki çalışmalarıyla ünlü Mayo Clinic, suyun beyin fonksiyonları üzerindeki etkisini ortaya çıkardı. Araştırmaya göre su alzheimer'ın önlenmesinde başrolde.",Sağlık
"Vücudumuzun kendisini yenilemesi için kaliteli bir uyku şarttır. Bunun için akşam saatlerinde et, pizza ve çikolatadan uzak durun, badem, çilek, ceviz, süt ve ahudududan destek alın.",Sağlık
"Daha çok meyve sebzeyle beslenilen, serinlemek için bol bol sıvı tüketilen yaz aylarında kilo almamak için yiyip içilen hiçbir şeyde aşırıya kaçmamak gerekir",Sağlık
Sağlıklı bir yaşam için organik gıdalar şart,Sağlık
"Artan sıcaklarla birlikte vücutta oluşan terleme ile yüksek oranda sıvı ve mineral kaybı oluştuğunu belirten uzmanlar, bu kaybı dengelemek için bol miktarda sıvı tüketilmesini öneriyor.",Sağlık
"İftarda ve sahurda ağır, yağlı, karbonhidratlı besin tüketiminin reflü, kabızlık ve kilo alımına yol açabileceğini belirten Diyetisyen Esra Baş Toktay, uzun gündüz süresi boyunca aç kalınacağından mutlaka sahura kalkılması gerektiğini söyledi.",Sağlık
"Tek başına meyvenin ve her öğün meyve yemenin sağlık ve diyet açısından zararlı olduğu belirten Memorial Ataşehir Hastanesi Beslenme ve Diyet Bölümü'nden Dyt. Şefika Aydın Selçuk, sağlıklı meyve yeme yollarını anlatıyor.",Sağlık
"Yaz aylarının vazgeçilmez meyvesi olan karpuz, kendine özgü tadıyla sofraların baş tacı. Yaz mevsiminin vücuda verebileceği olası tüm zararlardan vücudu korumaya yönelik pek çok bileşen içerir",Sağlık
Mutfak alışverişini bilinçli yapmak hem sağlığınızı korumanızı hem de zamandan tasarruf etmenizi sağlıyor.,Sağlık
"Uzun ve kaliteli bir hayatın sırrı zeytinyağı, bol sebze, meyve ve balığın yer aldığı Akdeniz mutfağında. Modern tıbbın pek çok hastalığın tedavisinde de yardımcı ve önleyici gücünü keşfettiği bu beslenme biçimi çağımızın en büyük sağlık sorunu olan obezitenin gelişimini de engelliyor. ",Sağlık
